BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
200907,31,1438,200907,31,1438,32402,189787,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,7,MIDDLESEX,OKX,31-JUL-09 14:38:00,EST-5,31-JUL-09 14:38:00,0,0,0,0,1.00K,0.00K,Amateur Radio,52.00,EG,,,,,,,,,,1,S,SOUTH FARMS,1,S,SOUTH FARMS,41.534,-72.6205,41.534,-72.6205,"A cold front transiting the Tri-State formed a squall line with multiple bow echoes, producing two tornadoes, and widespread damage from straight line winds.",Wires were reported down at 177 Randolph Road.,CSV
200907,7,1300,200907,7,1300,32204,188707,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,9,NEW HAVEN,OKX,07-JUL-09 13:00:00,EST-5,07-JUL-09 13:00:00,0,0,0,0,10.00K,0.00K,Newspaper,52.00,EG,,,,,,,,,,0,N,NAUGATUCK,0,N,NAUGATUCK,41.48,-73.05,41.48,-73.05,"A powerful cold front produced numerous severe thunderstorms across Connecticut, Long Island and the Lower Hudson Valley of New York.","Numerous trees were downed in Naugatuck. These trees fell on cars, power lines and houses. Power was lost for over eight hours in some locations.",CSV
200907,31,1439,200907,31,1440,32402,189788,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,9,NEW HAVEN,OKX,31-JUL-09 14:39:00,EST-5,31-JUL-09 14:40:00,0,0,0,0,10.00K,0.00K,Trained Spotter,83.00,EG,,,,,,,,,,1,S,NAUGATUCK,1,S,NAUGATUCK,41.47,-73.05,41.47,-73.05,"A cold front transiting the Tri-State formed a squall line with multiple bow echoes, producing two tornadoes, and widespread damage from straight line winds.","Spotter reports indicate downed trees near the off/on ramps of exit 25 on Route 8 North, extending east for about 200 yards to near a commuter parking lot on Cross Street and onto Andrasko Road. Downed trees near the Route 8 ramps were facing toward the north and northwest, while those near the parking lot and on Andrasko Road were oriented east and southeast. Some healthy trees in the damage area were snapped about one-third of the way down from the top. This damage is indicative of a microburst with estimated maximum winds of about 95 mph.",CSV
200907,31,1445,200907,31,1445,32402,189789,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,11,NEW LONDON,OKX,31-JUL-09 14:45:00,EST-5,31-JUL-09 14:45:00,0,0,0,0,5.00K,0.00K,Public,52.00,EG,,,,,,,,,,1,SSW,GROTON,1,SSW,GROTON,41.3204,-72.074,41.3204,-72.074,"A cold front transiting the Tri-State formed a squall line with multiple bow echoes, producing two tornadoes, and widespread damage from straight line winds.","A boat was reported overturned at Eastern Point Beach, with minor damage.",CSV
200907,31,1445,200907,31,1445,32402,189790,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,9,NEW HAVEN,OKX,31-JUL-09 14:45:00,EST-5,31-JUL-09 14:45:00,0,0,0,0,0.50K,0.00K,Public,52.00,EG,,,,,,,,,,1,N,ORONOKE,1,N,ORONOKE,41.55,-73.0808,41.55,-73.0808,"A cold front transiting the Tri-State formed a squall line with multiple bow echoes, producing two tornadoes, and widespread damage from straight line winds.",Many tree branches were reported down near 50 Thompson Avenue.,CSV
200907,31,1450,200907,31,1450,32402,189791,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,1,FAIRFIELD,OKX,31-JUL-09 14:50:00,EST-5,31-JUL-09 14:50:00,0,0,0,0,10.00K,0.00K,Emergency Manager,61.00,EG,,,,,,,,,,0,N,SHELTON,0,N,SHELTON,41.32,-73.1,41.32,-73.1,"A cold front transiting the Tri-State formed a squall line with multiple bow echoes, producing two tornadoes, and widespread damage from straight line winds.",Minor damage was reported to 15-20 condominiums.  Trees and power lines were also reported to be intertwined.,CSV
200907,31,1452,200907,31,1452,32402,189792,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,1,FAIRFIELD,OKX,31-JUL-09 14:52:00,EST-5,31-JUL-09 14:52:00,0,0,0,0,4.00K,0.00K,Law Enforcement,61.00,EG,,,,,,,,,,0,N,FAIRFIELD,0,N,FAIRFIELD,41.13,-73.25,41.13,-73.25,"A cold front transiting the Tri-State formed a squall line with multiple bow echoes, producing two tornadoes, and widespread damage from straight line winds.",Multiple trees and wires were reported down throughout the town.,CSV
200907,31,1459,200907,31,1459,32402,189793,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,1,FAIRFIELD,OKX,31-JUL-09 14:59:00,EST-5,31-JUL-09 14:59:00,1,0,0,0,7.50K,0.00K,Broadcast Media,52.00,EG,,,,,,,,,,1,ESE,WESTPORT,1,ESE,WESTPORT,41.1456,-73.353,41.1456,-73.353,"A cold front transiting the Tri-State formed a squall line with multiple bow echoes, producing two tornadoes, and widespread damage from straight line winds.","A large limb fell into a house, injuring an occupant.",CSV
200907,31,1505,200907,31,1505,32402,189794,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,9,NEW HAVEN,OKX,31-JUL-09 15:05:00,EST-5,31-JUL-09 15:05:00,0,0,0,0,7.50K,0.00K,NWS Employee,61.00,EG,,,,,,,,,,1,N,MERIDEN,1,N,MERIDEN,41.5374,-72.8001,41.5374,-72.8001,"A cold front transiting the Tri-State formed a squall line with multiple bow echoes, producing two tornadoes, and widespread damage from straight line winds.",Main Street was closed due to multiple trees down across the road.,CSV
200907,31,1520,200907,31,1520,32402,189795,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,9,NEW HAVEN,OKX,31-JUL-09 15:20:00,EST-5,31-JUL-09 15:20:00,0,0,0,0,0.00K,0.00K,Amateur Radio,50.00,MG,,,,,,,,,,0,N,NORTH BRANFORD,0,N,NORTH BRANFORD,41.32,-72.77,41.32,-72.77,"A cold front transiting the Tri-State formed a squall line with multiple bow echoes, producing two tornadoes, and widespread damage from straight line winds.",,CSV
200907,31,1530,200907,31,1530,32402,189796,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,9,NEW HAVEN,OKX,31-JUL-09 15:30:00,EST-5,31-JUL-09 15:30:00,0,0,0,0,12.50K,0.00K,Trained Spotter,61.00,EG,,,,,,,,,,0,N,GUILFORD,0,N,GUILFORD,41.28,-72.68,41.28,-72.68,"A cold front transiting the Tri-State formed a squall line with multiple bow echoes, producing two tornadoes, and widespread damage from straight line winds.","Numerous trees were reported down in Guilford, including one which fell on a car.",CSV
200907,31,1543,200907,31,1543,32402,189797,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,7,MIDDLESEX,OKX,31-JUL-09 15:43:00,EST-5,31-JUL-09 15:43:00,0,0,0,0,7.50K,0.00K,Law Enforcement,61.00,EG,,,,,,,,,,0,N,CHESTER,0,N,CHESTER,41.4,-72.45,41.4,-72.45,"A cold front transiting the Tri-State formed a squall line with multiple bow echoes, producing two tornadoes, and widespread damage from straight line winds.",Numerous trees were reported down.,CSV
200907,31,1553,200907,31,1553,32402,189798,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,11,NEW LONDON,OKX,31-JUL-09 15:53:00,EST-5,31-JUL-09 15:53:00,0,0,0,0,7.50K,0.00K,Law Enforcement,61.00,EG,,,,,,,,,,0,N,OLD LYME,0,N,OLD LYME,41.32,-72.33,41.32,-72.33,"A cold front transiting the Tri-State formed a squall line with multiple bow echoes, producing two tornadoes, and widespread damage from straight line winds.",Numerous trees were reported down.,CSV
200907,31,1553,200907,31,1553,32402,189799,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,7,MIDDLESEX,OKX,31-JUL-09 15:53:00,EST-5,31-JUL-09 15:53:00,0,0,0,0,7.50K,0.00K,Law Enforcement,61.00,EG,,,,,,,,,,0,N,DEEP RIVER,0,N,DEEP RIVER,41.38,-72.43,41.38,-72.43,"A cold front transiting the Tri-State formed a squall line with multiple bow echoes, producing two tornadoes, and widespread damage from straight line winds.",Numerous trees were reported down.,CSV
200907,31,1438,200907,31,1438,32402,189803,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,1,FAIRFIELD,OKX,31-JUL-09 14:38:00,EST-5,31-JUL-09 14:38:00,0,0,0,0,1.50K,0.00K,Newspaper,52.00,EG,,,,,,,,,,2,E,BOTSFORD,2,E,BOTSFORD,41.3667,-73.2285,41.3667,-73.2285,"A cold front transiting the Tri-State formed a squall line with multiple bow echoes, producing two tornadoes, and widespread damage from straight line winds.","A tree and power lines fell across High Rock Road in the town of Sandy Hook, closing the road for a few hours.",CSV
200907,31,1456,200907,31,1457,32402,189782,CONNECTICUT,9,2009,July,Tornado,C,1,FAIRFIELD,OKX,31-JUL-09 14:56:00,EST-5,31-JUL-09 14:57:00,0,0,0,0,10.00K,0.00K,NWS Storm Survey,,,,,EF1,0.86,100,,,,,1,W,PINE ROCK PARK,1,N,PINE ROCK PARK,41.27,-73.11,41.28,-73.1,"A cold front transiting the Tri-State formed a squall line with multiple bow echoes, producing two tornadoes, and widespread damage from straight line winds.","A narrow path of wind damage extended along the Yutaka Trail near Kanungum Trail and Agawam trail to Long Hill Avenue near Pochong Trail. The most concentrated wind damage was along Oronogue trail, where many trees were downed.",CSV
200907,3,1540,200907,3,1540,32202,188664,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,7,MIDDLESEX,OKX,03-JUL-09 15:40:00,EST-5,03-JUL-09 15:40:00,0,0,0,0,0.50K,0.00K,Law Enforcement,52.00,EG,,,,,,,,,,2,W,DURHAM,2,W,DURHAM,41.47,-72.72,41.47,-72.72,"A deep upper level low allowed for the development of scattered afternoon thunderstorms across portions of eastern Connecticut. Hail, severe winds and very heavy rain were produced by these storms.",Thunderstorm winds downed a tree in Durham.,CSV
200907,3,1653,200907,3,1653,32202,188665,CONNECTICUT,9,2009,July,Hail,C,7,MIDDLESEX,OKX,03-JUL-09 16:53:00,EST-5,03-JUL-09 16:53:00,0,0,0,0,,,Trained Spotter,0.88,,,,,,,,,,,1,NNE,ROCKFALL,1,NNE,ROCKFALL,41.55,-72.69,41.55,-72.69,"A deep upper level low allowed for the development of scattered afternoon thunderstorms across portions of eastern Connecticut. Hail, severe winds and very heavy rain were produced by these storms.",Nickel size hail was reported on Cimarron Road.,CSV
200907,27,1545,200907,27,1546,32126,188300,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,3,HARTFORD,BOX,27-JUL-09 15:45:00,EST-5,27-JUL-09 15:46:00,0,0,0,0,40.00K,0.00K,Amateur Radio,50.00,EG,,,,,,,,,,2,W,HARTFORD,2,W,HARTFORD,41.77,-72.75,41.77,-72.75,"A weak cold front moved through Southern New England, coupling with a warm, tropical airmass to produce showers and thunderstorms.","Trees were downed by thunderstorm winds, including one that fell on a house on North Main Street.",CSV
200907,16,2040,200907,16,2040,32334,189270,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,9,NEW HAVEN,OKX,16-JUL-09 20:40:00,EST-5,16-JUL-09 20:40:00,0,0,0,0,7.50K,0.00K,Newspaper,61.00,EG,,,,,,,,,,1,SSW,UNION CITY,1,SSW,UNION CITY,41.4912,-73.0565,41.4912,-73.0565,A pre-frontal trough spawned an isolated severe thunderstorm which impacted northern portions of  New Haven and Middlesex Counties.  The storm produced very heavy rain and resulted in isolated flash flooding.,Several trees and power lines were reported down in Naugatuck.,CSV
200907,16,2040,200907,16,2040,32334,189271,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,9,NEW HAVEN,OKX,16-JUL-09 20:40:00,EST-5,16-JUL-09 20:40:00,0,0,0,0,7.50K,0.00K,Newspaper,61.00,EG,,,,,,,,,,1,SSW,MIXVILLE,1,SSW,MIXVILLE,41.5084,-72.9343,41.5084,-72.9343,A pre-frontal trough spawned an isolated severe thunderstorm which impacted northern portions of  New Haven and Middlesex Counties.  The storm produced very heavy rain and resulted in isolated flash flooding.,A large tree and powerlines were reported down on Trees Road near the Prospect Town line.,CSV
200907,16,2044,200907,16,2044,32334,189273,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,7,MIDDLESEX,OKX,16-JUL-09 20:44:00,EST-5,16-JUL-09 20:44:00,0,0,0,0,7.50K,0.00K,Broadcast Media,52.00,EG,,,,,,,,,,1,NW,NORTH PLAIN,1,NW,NORTH PLAIN,41.4355,-72.341,41.4355,-72.341,A pre-frontal trough spawned an isolated severe thunderstorm which impacted northern portions of  New Haven and Middlesex Counties.  The storm produced very heavy rain and resulted in isolated flash flooding.,Downed wires were reported across State Route 82 near State Route 156.,CSV
200907,16,2050,200907,16,2105,32334,189546,CONNECTICUT,9,2009,July,Flash Flood,C,9,NEW HAVEN,OKX,16-JUL-09 20:50:00,EST-5,16-JUL-09 21:05:00,0,0,0,0,0.00K,0.00K,Newspaper,,,Heavy Rain,,,,,,,,,1,NE,WATERBURY,1,NE,WATERBURY,41.5626,-73.0085,41.5632,-73.0113,A pre-frontal trough spawned an isolated severe thunderstorm which impacted northern portions of  New Haven and Middlesex Counties.  The storm produced very heavy rain and resulted in isolated flash flooding.,"In Waterbury, the intersection of Long Hill Rd. and Wolcott St. was closed due to flooding.",CSV
200907,31,1500,200907,31,1500,32402,189805,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,9,NEW HAVEN,OKX,31-JUL-09 15:00:00,EST-5,31-JUL-09 15:00:00,0,0,0,0,15.00K,0.00K,Newspaper,61.00,EG,,,,,,,,,,1,W,ORANGE,1,W,ORANGE,41.2703,-73.0575,41.2703,-73.0575,"A cold front transiting the Tri-State formed a squall line with multiple bow echoes, producing two tornadoes, and widespread damage from straight line winds.",Numerous trees were brought down across the Merritt Parkway between exits 55 and 56 closing the road for a few hours and causing multiple accidents.,CSV
200907,31,1445,200907,31,1445,32402,189806,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,1,FAIRFIELD,OKX,31-JUL-09 14:45:00,EST-5,31-JUL-09 14:45:00,1,0,0,0,3.00K,0.00K,Newspaper,52.00,EG,,,,,,,,,,1,SSW,GREENFIELD HILL,1,SSW,GREENFIELD HILL,41.1545,-73.3136,41.1545,-73.3136,"A cold front transiting the Tri-State formed a squall line with multiple bow echoes, producing two tornadoes, and widespread damage from straight line winds.","A 15 inch diameter branch fell into a roof on a house on Greenport Lane, causing minor injuries to the occupant.",CSV
200907,31,1500,200907,31,1500,32402,189802,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,9,NEW HAVEN,OKX,31-JUL-09 15:00:00,EST-5,31-JUL-09 15:00:00,0,0,0,0,15.00K,0.00K,Trained Spotter,70.00,EG,,,,,,,,,,1,SSW,ORANGE,1,S,ORANGE,41.2547,-73.0369,41.2519,-73.0297,"A cold front transiting the Tri-State formed a squall line with multiple bow echoes, producing two tornadoes, and widespread damage from straight line winds.","Dozens of trees were reported uprooted and snapped, mainly along Woodruff Road and Ardmore Road near the Milford/Orange Town Line.  This caused minor property damage to fences, roofs, and windows.",CSV
200907,31,1455,200907,31,1455,32402,189804,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,1,FAIRFIELD,OKX,31-JUL-09 14:55:00,EST-5,31-JUL-09 14:55:00,0,0,0,0,15.00K,0.00K,Newspaper,61.00,EG,,,,,,,,,,2,WSW,ORONOQUE,2,WSW,ORONOQUE,41.2384,-73.1308,41.2384,-73.1308,"A cold front transiting the Tri-State formed a squall line with multiple bow echoes, producing two tornadoes, and widespread damage from straight line winds.","Multiple trees fell across the Merritt Parkway between exits 52 and 53 closing the road for 3 hours, and causing multiple accidents.",CSV
200907,2,1756,200907,2,1930,32337,189296,CONNECTICUT,9,2009,July,Flash Flood,C,9,NEW HAVEN,OKX,02-JUL-09 17:56:00,EST-5,02-JUL-09 19:30:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,4,NNE,WOLCOTT,4,NNW,WOLCOTT,41.6514,-72.9424,41.6504,-73.0227,A wave of low pressure and its attending warm front lifted north from the Delmarva Penisula and triggered scattered showers and thunderstorms which resulted in isolated flash flooding in New Haven and New London counties.,Many roads were flooded in the Wolcott Township.,CSV
200907,2,1815,200907,2,1930,32337,189299,CONNECTICUT,9,2009,July,Flash Flood,C,9,NEW HAVEN,OKX,02-JUL-09 18:15:00,EST-5,02-JUL-09 19:30:00,0,0,0,0,0.00K,0.00K,Broadcast Media,,,Heavy Rain,,,,,,,,,1,E,WATERBURY,2,WNW,WATERBURY,41.5489,-73.0171,41.5569,-73.0593,A wave of low pressure and its attending warm front lifted north from the Delmarva Penisula and triggered scattered showers and thunderstorms which resulted in isolated flash flooding in New Haven and New London counties.,"In Waterbury, 4 to 5 inches of rainfall fell over a 3 hour period. Many cars were stranded in high water approximately 3 ft. deep on Wolcott St. and at the Route 8 underpass on Watertown Ave. Portions of Freight St. was under 4 ft. of water and the intersection of Woodtick Rd. at Upson Rd. was closed due to flooding.  Large chunks of pavement were torn up on Wall St. and the House of Joy and Praise sustained water damage in the basement from ravaging runoff from a hill nearby.  A section of Long Hill Rd. near Wolcott St. was also closed from damage to the street from flooding.",CSV
200910,7,1400,200910,7,1400,33924,196457,CONNECTICUT,9,2009,October,Strong Wind,Z,13,SOUTHERN LITCHFIELD,ALY,07-OCT-09 14:00:00,EST-5,07-OCT-09 14:00:00,0,0,0,0,2.00K,0.00K,Trained Spotter,46.00,EG,,,,,,,,,,,,,,,,,,,,"A strong area of low pressure and its associated cold front moved across the area Wednesday afternoon, October 7th, producing strong and gusty west to northwest winds.",A few trees were reported down due to strong winds in New Milford.,CSV
200908,21,1525,200908,21,1525,33589,195181,CONNECTICUT,9,2009,August,Thunderstorm Wind,C,1,FAIRFIELD,OKX,21-AUG-09 15:25:00,EST-5,21-AUG-09 15:25:00,0,0,0,0,1.50K,,Law Enforcement,52.00,EG,,,,,,,,,,1,SSW,SHERMAN,1,SSW,SHERMAN,41.5565,-73.5041,41.5565,-73.5041,An approaching pre-frontal trough along with a passing upper level disturbance caused a squall line to form and move across Southwestern Connecticut. The line caused wind damage in Fairfield County.,A tree and several wires were reported down near the intersection of Route 37 and Wakeman Hill Road north of Danbury.,CSV
200908,10,2025,200908,10,2025,33577,195277,CONNECTICUT,9,2009,August,Thunderstorm Wind,C,1,FAIRFIELD,OKX,10-AUG-09 20:25:00,EST-5,10-AUG-09 20:25:00,0,0,0,0,35.00K,0.00K,Newspaper,52.00,EG,,,,,,,,,,0,N,GREENWICH,0,N,GREENWICH,41.02,-73.63,41.02,-73.63,A combination of a passing pre-frontal trough and an approaching cold front spawned an isolated severe thunderstorm in Fairfield County.,At least 42 trees and large branches were downed in Greenwich.,CSV
200908,12,1610,200908,12,1625,33065,192648,CONNECTICUT,9,2009,August,Flash Flood,C,9,NEW HAVEN,OKX,12-AUG-09 16:10:00,EST-5,12-AUG-09 16:25:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,2,WNW,WHITE OAKS,2,NNW,SOUTH BRITAIN,41.5103,-73.249,41.4924,-73.2642,"Slow moving thunderstorms developed in a tropical airmass, which resulted in very heavy rain and flash flooding across portions of Southwest Connecticut.",Route 172 in Southbury was closed due to flooding.,CSV
200908,12,1647,200908,12,1702,33065,192714,CONNECTICUT,9,2009,August,Flash Flood,C,1,FAIRFIELD,OKX,12-AUG-09 16:47:00,EST-5,12-AUG-09 17:02:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,0,ESE,NEW FAIRFIELD,0,E,NEW FAIRFIELD,41.4684,-73.4722,41.4692,-73.4735,"Slow moving thunderstorms developed in a tropical airmass, which resulted in very heavy rain and flash flooding across portions of Southwest Connecticut.","In Fairfield, Saw Mill Rd. was closed near Rt. 39 due to flooding.",CSV
200908,2,1350,200908,2,1350,33505,194790,CONNECTICUT,9,2009,August,Lightning,C,9,NEW HAVEN,OKX,02-AUG-09 13:50:00,EST-5,02-AUG-09 13:50:00,0,0,0,0,15.00K,,Newspaper,,,,,,,,,,,,3,W,WOLCOTT,3,W,WOLCOTT,41.6021,-73.0322,41.6021,-73.0322,Scattered thunderstorms occurred during the afternoon of the 2nd ahead of a pre-frontal trough. One storm's lightning struck a house in Waterbury.,"Lightning struck a tree at 84 Greystone Road, passed through rock and stone retaining wall, then struck the home at 92 Greystone Road in Waterbury, causing a minor fire, electrical damage, and some cosmetic damage to the exterior.  The force of the strike also caused the dishes to come out of a cabinet at 85 Greystone Road.",CSV
200908,21,1546,200908,21,1615,33095,192719,CONNECTICUT,9,2009,August,Flash Flood,C,1,FAIRFIELD,OKX,21-AUG-09 15:46:00,EST-5,21-AUG-09 16:15:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,Heavy Rain,,,,,,,,,0,W,GERMANTOWN,1,NW,BETHEL,41.4006,-73.4394,41.3784,-73.432,A slow moving cold front triggered numerous thunderstorms in a tropical airmass which produced very heavy rain and flash flooding in Fairfield County Connecticut.,"In Danbury, 3 ft. of standing water accumulated on White St. at the intersection of Meadow Street.  Six to eight inches of standing water also accumluated on roads near the Bethel town line.",CSV
200908,23,1815,200908,23,1830,33108,192805,CONNECTICUT,9,2009,August,Flash Flood,C,1,FAIRFIELD,OKX,23-AUG-09 18:15:00,EST-5,23-AUG-09 18:30:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1,NNW,WESTON,1,NNW,WESTON,41.2125,-73.3891,41.2102,-73.3882,A slow moving cold front interacted with a tropical airmass as it moved across the Tri-State area.  Scattered thunderstorms developed as a result which produced very heavy rain and flash flooding in Fairfield County.,"In Wilton, 1 to 1.5 ft. of running water accumulated at the intersection of Newtown Tpke. and Weston Road.",CSV
200908,21,1515,200908,21,1520,32162,188516,CONNECTICUT,9,2009,August,Hail,C,5,LITCHFIELD,ALY,21-AUG-09 15:15:00,EST-5,21-AUG-09 15:20:00,0,0,0,0,0.00K,0.00K,Trained Spotter,1.00,,,,,,,,,,,0,N,MORRIS,0,N,MORRIS,41.68,-73.2,41.68,-73.2,"A tropical and very unstable airmass was in place across the area. An upper level disturbance moved over the region ahead of a slow moving cold front Friday afternoon on August 21st, triggering widespread severe thunderstorms across Litchfield County.",Measured quarter size hail was reported in Morris during a thunderstorm.,CSV
200907,3,1700,200907,3,1715,32202,189380,CONNECTICUT,9,2009,July,Flash Flood,C,7,MIDDLESEX,OKX,03-JUL-09 17:00:00,EST-5,03-JUL-09 17:15:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1,W,MIDDLETOWN,1,WNW,MIDDLETOWN,41.5537,-72.6759,41.5546,-72.6707,"A deep upper level low allowed for the development of scattered afternoon thunderstorms across portions of eastern Connecticut. Hail, severe winds and very heavy rain were produced by these storms.","In Middletown, Poplar Rd. and Rt. 66 between Old Mill St and West St. were closed due to flooding.",CSV
200906,26,1548,200906,26,1548,30603,179245,CONNECTICUT,9,2009,June,Hail,C,9,NEW HAVEN,OKX,26-JUN-09 15:48:00,EST-5,26-JUN-09 15:48:00,0,0,0,0,,,Trained Spotter,0.75,,,,,,,,,,,1,NW,WATERBURY,1,NW,WATERBURY,41.56,-73.04,41.56,-73.04,A shortwave rotating around a deep upper trough over New England acted on warm humid air in place at the surface to allow for supercell thunderstorms to form and track across CT.,Dime to penny size hail was reported.,CSV
200907,7,1159,200907,7,1204,29441,172689,CONNECTICUT,9,2009,July,Hail,C,5,LITCHFIELD,ALY,07-JUL-09 11:59:00,EST-5,07-JUL-09 12:04:00,0,0,0,0,0.00K,0.00K,Public,0.88,,,,,,,,,,,1,E,NEW HARTFORD,1,E,NEW HARTFORD,41.88,-72.97,41.88,-72.97,"A closed upper level low and pool of unusually cold air in the mid and upper levels of the atmosphere moved over the region Tuesday, July 7th, leading to the development of thunderstorms across northwest Connecticut. Severe thunderstorms developed during the early afternoon.",Nickel size hail was reported in New Hartford during a thunderstorm.,CSV
200907,7,1204,200907,7,1209,29441,172690,CONNECTICUT,9,2009,July,Hail,C,5,LITCHFIELD,ALY,07-JUL-09 12:04:00,EST-5,07-JUL-09 12:09:00,0,0,0,0,0.00K,0.00K,Trained Spotter,1.00,,,,,,,,,,,1,E,NEW HARTFORD,1,E,NEW HARTFORD,41.88,-72.97,41.88,-72.97,"A closed upper level low and pool of unusually cold air in the mid and upper levels of the atmosphere moved over the region Tuesday, July 7th, leading to the development of thunderstorms across northwest Connecticut. Severe thunderstorms developed during the early afternoon.",Quarter size hail was reported in New Hartford during a thunderstorm.,CSV
200907,7,1200,200907,7,1205,29441,172691,CONNECTICUT,9,2009,July,Hail,C,5,LITCHFIELD,ALY,07-JUL-09 12:00:00,EST-5,07-JUL-09 12:05:00,0,0,0,0,0.00K,0.00K,Trained Spotter,0.75,,,,,,,,,,,1,SW,LITCHFIELD,1,SW,LITCHFIELD,41.74,-73.19,41.74,-73.19,"A closed upper level low and pool of unusually cold air in the mid and upper levels of the atmosphere moved over the region Tuesday, July 7th, leading to the development of thunderstorms across northwest Connecticut. Severe thunderstorms developed during the early afternoon.",Penny size hail was reported in Litchfield during a thunderstorm.,CSV
200907,7,1200,200907,7,1205,29441,172692,CONNECTICUT,9,2009,July,Hail,C,5,LITCHFIELD,ALY,07-JUL-09 12:00:00,EST-5,07-JUL-09 12:05:00,0,0,0,0,0.00K,0.00K,COOP Observer,1.75,,,,,,,,,,,0,N,BAKERSVILLE,0,N,BAKERSVILLE,41.83,-73.03,41.83,-73.03,"A closed upper level low and pool of unusually cold air in the mid and upper levels of the atmosphere moved over the region Tuesday, July 7th, leading to the development of thunderstorms across northwest Connecticut. Severe thunderstorms developed during the early afternoon.",Golf ball size hail was reported in Bakersville during a thunderstorm.,CSV
200907,7,1200,200907,7,1205,29441,172693,CONNECTICUT,9,2009,July,Hail,C,5,LITCHFIELD,ALY,07-JUL-09 12:00:00,EST-5,07-JUL-09 12:05:00,0,0,0,0,0.00K,0.00K,Public,0.88,,,,,,,,,,,1,E,NORTHVILLE,1,E,NORTHVILLE,41.63,-73.39,41.63,-73.39,"A closed upper level low and pool of unusually cold air in the mid and upper levels of the atmosphere moved over the region Tuesday, July 7th, leading to the development of thunderstorms across northwest Connecticut. Severe thunderstorms developed during the early afternoon.","Nickel size hail was reported in Northville during a thunderstorm. Also, several small tree limbs were downed.",CSV
200907,17,2225,200907,17,2225,29589,173451,CONNECTICUT,9,2009,July,Thunderstorm Wind,C,5,LITCHFIELD,ALY,17-JUL-09 22:25:00,EST-5,17-JUL-09 22:25:00,0,0,0,0,0.00K,0.00K,Law Enforcement,50.00,EG,,,,,,,,,,1,E,SHARON,1,E,SHARON,41.88,-73.47,41.88,-73.47,"The cold front which triggered widespread severe weather across eastern New York into western New England Thursday the 16th stalled along the eastern seaboard from New England southward to the mid Atlantic Region on Friday, July 17th. A wave of low pressure developed along the boundary and headed northward Friday night triggering a line of thunderstorms which moved northward across Dutchess and Litchfield counties late in the evening.",A tree was reported down on a rural road in Sharon due to strong thunderstorm winds.,CSV
